"Drew Huels";"116"
"Eva Beier";"59"
"Laura Crist";"94"
"Earnest Streich";"16"
"Floyd Kemmer";"32"
"Melanie Tillman";"81"
"Miss Tammy Dietrich";"61"
"Lola Schneider";"46"
"Dr. Randall Tillman";"42"
"Stephen Windler";"48"
"Emily Cremin";"106"
"Ian Leannon";"98"
"Mr. Randal Heller V";"63"
"Jeannie Weber";"75"
"Mario Kessler";"104"
"Guy Cartwright";"23"
"Bridget Brakus";"77"
"Julia Kuhic";"2"
"Tami Kunze";"101"
"Ted Bartoletti";"36"
"Mr. Lamar Abshire DVM";"35"
"Kristen Vandervort";"43"
"Miss Lucia O'Keefe";"9"
"Dr. Elmer Hills";"24"
"Winifred Connelly";"47"
"Rachael Hodkiewicz";"58"
"Janet Kihn";"61"
"Dr. Jessie Bogan-Heidenreich";"111"
"Jonathon Langosh";"25"
"Charles Smith";"8"
"Zachary Wiza";"48"
"Rafael Beahan Sr.";"26"
"Dr. Ryan Streich";"99"
"Dr. Clinton Heathcote";"27"
"Christy Reichert";"56"
"Traci Lowe";"36"
"Dr. Jay Cremin-Reynolds";"96"
"Cody Kshlerin";"101"
"Laverne Keeling";"102"
"Eric Haley";"105"
"Micheal Rolfson";"47"
"Evan Torp";"105"
"Nick Cormier";"86"
"Alyssa Rolfson";"118"
"Oliver Sipes";"50"
"Cesar Cole";"116"
"Doug Wehner";"54"
"Marie Reinger";"91"
"Isabel Schinner-Gorczany";"87"
"Sheri Hudson";"109"
"Penny Schmidt III";"110"
"Laurence Medhurst";"5"
"Ms. Kelley Hilll";"88"
"Michele Howe IV";"30"
"Gregg Jacobs";"92"
"Gayle Rippin";"64"
"Janis Deckow";"34"
"Rick Bode";"67"
"Edith Oberbrunner";"4"
"Latoya Shanahan";"10"
"Sharon Hamill";"35"
"Earnest Wilderman";"82"
"Katie Runolfsdottir";"100"
"Dr. Loren Wisoky";"11"
"Anthony Anderson";"77"
"Dallas Klocko";"94"
"Ms. Jackie Lowe";"38"
"Charlie Powlowski";"44"
"Dominick Steuber";"49"
"Harriet Wiza";"54"
"Stella Kuhic";"9"
"Wayne Quigley";"4"
"Frederick Lowe-Abshire";"106"
"Anita Jones";"92"
"Clinton Watsica Sr.";"118"
"Traci Hegmann";"114"
"Everett Hartmann";"14"
"Frederick Schulist V";"26"
"Matthew Dietrich";"100"
"Alton Halvorson Jr.";"97"
"Kristine Carter";"17"
"Claire Raynor";"104"
"Ramon Cronin";"2"
"Eduardo Sauer";"11"
"Alice Larson";"38"
"Seth Koss";"93"
"Jesse Treutel III";"61"
"Mr. Julian Lynch";"45"
"Joseph Watsica";"68"
"Darrin Corkery";"18"
"Doreen Torphy";"115"
"Renee Roob";"4"
"Josephine Marks";"31"
"Debra Gorczany MD";"82"
"Amelia Mayert";"65"
"Tasha Quigley";"63"
"Sean Wolf";"52"
"Jonathon Bradtke-Kiehn";"85"
"Christian Hagenes";"64"
"Robin Dibbert";"83"
"Dexter Schiller";"5"
"Gustavo Gutkowski-Donnelly";"19"
"Eva Grant";"35"
"Jeannette Cummings";"116"
"Alejandro Koss";"58"
"Andy Homenick";"57"
"Monique Klein-Kris";"58"
"Georgia Ratke";"60"
"Jeremy Zieme";"34"
"Terry Braun";"61"
"Tamara Abshire";"109"
"Roman Farrell MD";"59"
"Lola Grimes";"68"
"Anna Spinka Sr.";"76"
"Renee Abernathy";"12"
"Mitchell Hermiston";"81"
"Terrence Stark";"100"
"Alison Gleason";"29"
"Mamie Rogahn IV";"7"
"Kirk Crooks";"103"
"Dr. Melba Schulist-Franecki";"106"
"Geoffrey Casper DVM";"29"
"Kathy Hegmann";"39"
"Kristine Kutch";"4"
"Geoffrey O'Keefe";"2"
"Faye Pagac";"23"
"Anna Padberg Sr.";"30"
"Jasmine Hirthe";"109"
"Marshall Sipes";"114"
"Lloyd Bailey";"71"
"Geoffrey King-Pagac";"7"
"Chris Langworth";"29"
"Carrie Raynor";"90"
"Bruce Roberts";"101"
"Marcos Hoppe";"11"
"Andy Kuphal";"54"
"Darla Kilback";"81"
"Sherri Zulauf";"104"
"Roland Rice-Fay";"83"
"Christy Gleason";"91"
"Max Monahan";"44"
"Dr. Pauline Morar";"49"
"Gregory Purdy-Runolfsdottir";"38"
"Gina Hermiston III";"18"
"Candace Hermiston";"47"
"Jenny Predovic";"92"
"Melinda Leannon-Hudson";"113"
"Joel Ledner";"86"
"Dr. Lucas Walsh";"10"
"Melvin Hickle";"76"
"Joshua Schoen";"24"
"David Bosco-Gerhold";"66"
"Ms. Charlene Padberg";"53"
"Dr. Kevin Hayes";"21"
"Ramona Langworth-Sipes";"16"
"Mr. Dexter Pfannerstill I";"3"
"Juana Ziemann";"72"
"Earnest Hettinger";"108"
"Mrs. Kristin Douglas";"42"
"Alice Cronin";"41"
"Dixie Bechtelar";"40"
"Sophie Barton";"81"
"Harriet Kuphal";"116"
"Brooke Ruecker";"1"
"Grant Reinger";"66"
"Marvin Schroeder";"101"
"Darnell Bechtelar";"82"
"Kelley Von DDS";"18"
"Mack Gutkowski-Kutch DDS";"38"
"Vanessa Walsh";"17"
"Felipe Mosciski";"16"
"Miss Danielle Conn";"39"
"Kristopher Russel II";"32"
"Julian Will";"16"
"Kerry Smitham";"19"
"Dave Doyle";"120"
"Fernando Batz";"54"
"Darnell Doyle";"47"
"Mitchell King";"90"
"Christy Lehner";"35"
"Ida D'Amore IV";"81"
"Valerie Lowe";"119"
"Opal Wiza";"37"
"Lee Mohr";"26"
"Melvin Heidenreich Jr.";"105"
"Darryl Stamm";"75"
"Lorenzo Tillman";"120"
"Thelma Moore";"14"
"Marion Adams-Becker I";"40"
"Dr. Marlon Huel";"95"
"Shelly Conroy";"108"
"Darnell Klocko";"106"
"Floyd Fisher";"39"
"Brandon Waelchi";"47"
"Beatrice Hickle";"112"
"Sherman Oberbrunner-Heidenreich";"17"
"Wade Kshlerin II";"36"
"Elbert Sipes";"108"
"Glenn Kuvalis";"99"
"Edmond Braun";"30"
"Mrs. April Conn";"37"
"Dr. Margarita Marks";"120"
"Mr. Neil Koss";"72"
"Patrick Leuschke";"41"
"Jaime Tromp DDS";"98"
"Ms. Kayla Batz-Metz";"64"
"Jeffery Sanford";"30"
"Santiago Kuvalis";"33"
"Candace Nicolas";"45"
"Kelley Gutmann";"59"
"Melba Anderson";"107"
"Misty Spinka";"64"
"Owen Bernier";"42"
"Miss Luz Miller";"65"
"Fred Hirthe";"38"
"Wilfred Kuvalis";"14"
"Isaac Huels-Armstrong V";"83"
"Doreen Balistreri";"42"
"Clifford Gleason";"44"
"Shaun McDermott";"42"
"Tara O'Conner DDS";"105"
"Cheryl Batz";"36"
"Rogelio Jaskolski";"84"
"Elmer Lind";"14"
"Mildred Collins";"31"
"Janice Russel";"81"
"Gary Schaden";"67"
"Isaac Koelpin";"117"
"Hazel Stracke MD";"71"
"Stanley Lebsack";"92"
"Becky Monahan";"33"
"Dr. Terry Schimmel I";"14"
"Mr. Enrique Lubowitz";"39"
"Jason Rath";"73"
"Dr. Hugh Larkin";"86"
"Nicole Denesik";"114"
"Lawrence Tromp";"119"
"Leticia Roob";"11"
"Mr. Alton Nader";"22"
"Elizabeth Vandervort";"46"
"Karla Hodkiewicz";"7"
"Terri Klein";"87"
"Jackie Dicki";"38"
"Floyd Mayert";"120"
"Marshall Stiedemann";"64"
"Sergio Schuster II";"43"
"Rosemary Kautzer";"7"
"Mr. Ross Bergstrom";"52"
"Leon Purdy";"109"
"Michele Brakus";"73"
"Bobbie Rosenbaum";"21"
"Mrs. Peggy Towne";"7"
"Molly Ankunding";"114"
"James Bogisich V";"3"
"Elisa Nolan";"80"
"Miss Tasha Lueilwitz";"90"
"Miss Gretchen Ankunding";"110"
"Candice Reichert";"81"
"Nicole Schneider";"108"
"Kathryn Tromp";"23"
"Abraham Keebler";"99"
"Marco Rohan";"57"
"Maxine Sawayn";"64"
"Delia Wisoky";"38"
"Esther Abshire";"80"
"Viola Koepp";"36"
"Erica Moore";"40"
"Jorge Rosenbaum-Vandervort I";"90"
"Terence Yundt";"45"
"Taylor Hirthe";"5"
"Julio Corwin";"25"
"Manuel Wintheiser";"58"
"Mr. Angelo Mosciski";"3"
"Steve Johns";"16"
"Beth Anderson II";"54"
"Anna Walsh";"82"
"Darrin Boehm";"12"
"Sherri Crona";"36"
"Marion Larkin";"105"
"Doreen Lemke";"117"
"Miss Elaine Morissette";"46"
"Sue Wolff-Stoltenberg";"41"
"Suzanne O'Conner-Reilly";"84"
"Gayle Botsford";"35"
"Merle Fritsch";"64"
"Mrs. Margarita Gorczany";"91"
"Essie Lemke-Yost";"61"
"Roland O'Keefe DDS";"14"
"Kristie Stark";"95"
"Roger Schiller";"1"
"Tricia King";"76"
"Mrs. Tara Wisozk";"53"
"Dr. Laurence O'Connell";"26"
"Tonya Macejkovic";"47"
"Dr. Mack Armstrong";"111"
"Judith Pagac";"62"
"Katherine Hauck";"64"
"Danny Simonis Sr.";"106"
"Adrienne Denesik";"23"
"Emily Pouros";"19"
"Allison Denesik";"98"
"Edgar Medhurst";"42"
"Jodi Corwin";"2"
"Lucy Walsh";"120"
"Gina Wiza";"73"
"Peter Kilback";"2"
"Kristina Zulauf IV";"54"
"Andre Conn";"8"
"Kathleen White Jr.";"86"
"Max Herzog MD";"75"
"Jenny Hills";"75"
"Eula Hickle";"93"
"Peggy Dibbert V";"96"
"Carol Dibbert II";"7"
"Alfonso Ryan";"43"
"Dr. Sally Adams";"10"
"Malcolm Skiles";"102"
"Ed Skiles";"10"
"Tom Gusikowski";"4"
"Merle Ankunding";"19"
"Megan Waelchi";"35"
"Mrs. Angie Schumm";"99"
"Clay Strosin";"70"
"Christy Boyle";"112"
"Gretchen Heaney";"45"
"Gerardo Williamson";"22"
"Tricia Stark";"44"
"Tamara Beatty";"99"
"Beulah Mosciski";"66"
"Winston Schultz-Mraz";"79"
"David Pfeffer";"70"
"Teresa Balistreri-Brown";"73"
"Ivan Powlowski";"81"
"Brendan Strosin";"90"
"Wesley Turner";"79"
"Lucille Lebsack";"11"
"Brian Dach";"2"
"Dr. Elmer Dickens Jr.";"37"
"Sabrina Ullrich-Hegmann";"28"
"Fannie Stanton";"9"
"Sabrina Borer";"86"
"Patricia Ankunding";"47"
"Stephen Kiehn";"63"
"Rhonda Schmeler";"111"
"Yolanda Schinner MD";"78"
"Mr. Abel Littel";"7"
"Casey Goodwin";"65"
"Lynn Glover";"2"
"Glenda Medhurst DVM";"20"
"Jean Langosh";"1"
"Michelle Renner V";"50"
"Ms. Gail Volkman";"37"
"Kristi Hahn-Bruen";"63"
"Desiree Bayer";"2"
"Barbara Auer Jr.";"119"
"Ivan DuBuque";"26"
"Luke Schaden";"110"
"Marion Abshire";"78"
"Neal Stehr";"65"
"Rhonda Heaney";"67"
"Jimmy Keebler";"79"
"Daniel Kessler-DuBuque";"40"
"Eunice Dickens";"95"
"Delbert Hane";"30"
"Maggie Terry";"117"
"Shelley Koepp";"68"
"Lillian Welch-Fadel";"32"
"Andrea Hartmann";"1"
"Angelo Deckow";"46"
"Dr. Wesley Mante";"22"
"Darrell Daniel";"59"
"Eileen Beier";"28"
"Mrs. Agnes Toy";"98"
"Suzanne Rowe";"15"
"Rudolph Bogisich";"92"
"Marjorie Koss";"85"
"Saul Murphy";"2"
"Douglas Yundt V";"66"
"Mr. Jacob Hermann";"90"
"Alberta Grant Sr.";"25"
"Ricky Leffler II";"76"
"Christine Nader-Harris DVM";"14"
"Heidi Sipes";"7"
"Evelyn Jacobs";"112"
"Louise Pagac";"88"
"Nick Becker I";"59"
"Lee Kautzer";"12"
"Lamar Waters";"92"
"Angelina Corwin";"86"
"Dr. Ruben Ratke";"78"
"Yvonne Johnston";"65"
"Jackie Haley";"119"
"Evelyn Williamson";"64"
"Clarence McDermott";"14"
"Eileen Koss";"63"
"Dr. Eduardo Shanahan";"7"
"Lora Becker I";"76"
"Vicky Klocko";"72"
"Eugene Grimes";"51"
"Mr. Chad Metz";"95"
"Harvey Powlowski";"110"
"Catherine Goodwin I";"94"
"Kristen Murazik";"6"
"Bernadette Waelchi";"100"
"Delia Ledner";"10"
"Tracy McClure";"20"
"Terrell Effertz";"13"
"Martin Ledner";"35"
"Kristi Fadel";"96"
"Dr. Jeremiah Mante";"88"
"Miss Rita Cassin";"24"
"Brad Strosin";"96"
"Susan Murphy";"64"
"Celia Ankunding";"71"
"Mr. Fernando Mraz";"120"
"Alexandra Wiza";"57"
"Marian Langworth";"110"
"Dr. Eddie Howe";"65"
"Mr. Mike Thiel";"6"
"Leon Schamberger";"8"
"Lucas Pfannerstill MD";"33"
"Ms. Jessie Purdy";"70"
"Alberto Purdy";"6"
"Leland Lesch MD";"25"
"Joy Quigley III";"19"
"Dr. Cary Hermiston";"27"
"Rachel Jakubowski";"97"
"Stuart Gleason";"105"
"Dr. Forrest Stoltenberg";"11"
"Terry Trantow";"14"
"Rose Franecki";"34"
"Lois Hills";"38"
"Miss Charlene Mosciski";"26"
"Eula Streich";"41"
"Marion Bernhard";"1"
"Doreen Flatley-Baumbach";"116"
"Tracey Hilll";"113"
"Cornelius Williamson";"36"
"Billie Jacobson";"19"
"Lynne Walker";"31"
"Byron Olson";"104"
"Ms. Nora Feeney";"22"
"Salvador Huel";"97"
"Sherri Murray";"55"
"Leigh Fahey IV";"60"
"Lori Huels";"30"
"Ricky Kiehn";"67"
"Miss Patricia Fisher";"23"
"Rudolph Greenholt";"102"
"Cedric Quitzon";"67"
"Steven Hauck";"106"
"Dr. Roberta Thiel";"8"
"Phil Fisher";"71"
"Carol Kemmer";"20"
"Wade Berge-Lehner DDS";"28"
"Pamela O'Hara";"82"
"Edward Reichert II";"55"
"Kelvin Huel";"17"
"Lyle Hermann";"114"
"Bruce Langworth III";"68"
"Tamara Gerhold";"4"
"Leonard West";"118"
"Dwight Huels";"65"
"Frank Mohr";"79"
"Saul Skiles";"30"
"Elizabeth Torphy IV";"91"
"Laura Jerde IV";"34"
"Clayton Schuster-MacGyver";"75"
"Franklin Jacobson";"43"
"Mr. Malcolm Fisher";"21"
"Bradford Hegmann";"17"
"Bonnie Metz";"83"
"Michele Gulgowski";"102"
"Dr. Jeremy Prosacco DDS";"113"
"Yolanda Dickens";"29"
"Delbert Prohaska";"73"
"Jesus Grant";"77"
"Alberto Kuvalis";"19"
"Dale Cassin";"99"
"Dr. Dallas Stoltenberg";"106"
"Miranda Kshlerin";"39"
"Mr. Woodrow Goodwin";"8"
"Curtis Lehner";"53"
"Orville Gutkowski";"97"
"Bennie Franey III";"13"
"Vickie Hahn";"1"
"Della Block";"4"
"Celia Lynch";"1"
"Mr. Marcos Grant";"37"
"Pam Doyle";"65"
"Olga Maggio";"110"
"Mr. Harry Metz I";"64"
"Winifred Ferry";"111"
"Marco Hermann III";"68"
"Jean Spencer";"64"
"Stella Klein";"27"
"Mr. Everett Littel";"5"
"Dr. Clifford Marquardt";"100"
"Marco Stehr";"45"
"Dr. Rudy Willms";"94"
"Mrs. Donna Goldner";"3"
"Lionel Rippin";"100"
"Cory Cummings-Lindgren";"19"
"Dominic O'Conner";"37"
"Lester Hammes";"97"
"Jay Becker";"76"
"Carrie Rowe";"25"
"Dora Klocko";"13"
"Lowell Reichel";"72"
"Ms. Sandy Harvey";"79"
"Dr. Cesar Simonis";"16"
"Alejandro Ebert";"75"
"Morris Gutmann";"6"
"Carrie McGlynn";"109"
"Randy Block PhD";"33"
"Ann Leuschke";"108"
"Miss Judy Swift";"105"
"Dr. Cameron Koepp";"89"
"Lois Fritsch";"111"
"Donald Fahey";"9"
"Wendell Blick";"39"
"Dolores Koelpin";"105"
"Ollie Barrows";"15"
"Carmen Bahringer";"103"
"Emanuel Kiehn V";"80"
"Miranda Zboncak";"108"
"Daisy Raynor Jr.";"12"
"Ira Parker";"76"
"Mrs. Catherine Bins DDS";"78"
"Loren Ledner";"20"
"Wade Marquardt";"54"
"Dr. Duane McCullough";"3"
"Lonnie Kassulke";"64"
"Amelia Cole";"73"
"Miss Essie Abshire";"57"
"Dana Buckridge-Davis V";"73"
"Ms. Vicky Sipes";"89"
"Roy Langosh";"80"
"Louise Deckow";"69"
"Donnie Hintz";"118"
"Armando Zemlak";"46"
"Lynne Block";"81"
"Joan Lindgren II";"2"
"Gilbert Spinka Jr.";"73"
"Gwendolyn Bechtelar";"119"
"Sam Will-Cruickshank";"72"
"Jeanette Halvorson";"17"
"Sabrina Lehner";"4"
"Rudolph Connelly II";"42"
"Priscilla Swaniawski-Walker";"99"
"Wilma Toy";"99"
"Alex Block";"9"
"Daryl Lehner";"50"
"Moses Schiller";"34"
"Bernice Klein";"34"
"Patty Hoeger";"99"
"Angie Homenick";"91"
"Pam Schneider";"55"
"Kerry Hagenes";"92"
"Ryan Jenkins PhD";"47"
"Bruce Kilback-Kuphal";"56"
"Dr. Ken Feil";"102"
"Warren Hessel";"67"
"Irvin Mertz";"66"
"Maureen Leuschke";"94"
"Dallas Ullrich";"109"
"Myron Homenick IV";"77"
"Paula Jones";"48"
"Harry Stanton";"90"
"Donnie Bayer";"107"
"Mr. Ken Willms";"65"
"Roderick Lockman-Prohaska";"24"
"Gayle Mitchell";"52"
"Ramiro Hamill";"63"
"Willis Keeling";"72"
"Dana Satterfield";"70"
"Tiffany Reynolds";"6"
"Myrtle Fahey IV";"61"
"Andrew Lemke";"4"
"Mr. Dan McGlynn";"96"
"Chad Schowalter";"45"
"Antonia Frami";"47"
"Gail Schowalter I";"83"
"Mrs. Robin Deckow PhD";"50"
"Ann Kreiger";"1"
"Marion Becker";"59"
"Mr. Brian Considine";"117"
"Chester Upton";"98"
"Penny Rogahn Jr.";"64"
"Bennie McCullough-Stamm";"57"
"Marjorie Williamson Sr.";"32"
"Mr. Clyde Wintheiser";"66"
"Faith Moore";"9"
"Dominic Klocko IV";"39"
"Molly Kautzer";"119"
"Estelle O'Keefe";"81"
"Erica Zemlak DVM";"10"
"Vanessa Mayert";"104"
"Rosie Lockman";"1"
"Shawn McCullough-Rosenbaum";"39"
"Norman Schinner";"32"
"Rose Lang";"14"
"Krystal Altenwerth";"18"
"Sophia Kunde";"47"
"Marjorie Daugherty";"27"
"Kate Hartmann";"52"
"Cassandra Koepp";"73"
"Randolph Hirthe";"108"
"Luis Hartmann";"109"
"Hannah Russel-Bergstrom";"75"
"Mrs. Juana Cole";"114"
"Viola Smith";"27"
"Bennie West";"97"
"Molly Doyle";"85"
"Robyn Bailey";"52"
"Dr. Theodore Prohaska";"22"
"Freda Johnston";"59"
"Anita Shanahan";"4"
"Cecil Brekke";"27"
"Melinda Sanford Jr.";"79"
"Dr. Darryl Trantow";"45"
"Mrs. Kendra Davis";"97"
"Emilio Kshlerin";"50"
"Harry Harber";"94"
"Muriel Kuhn";"1"
"Norma Hilpert";"13"
"Mr. Eric Russel";"5"
"Byron Legros";"108"
"Ella Kuvalis";"13"
"Jamie Wisoky";"10"
"Erika Stark-Reilly";"48"
"Angelina Blick";"33"
"Kathy Marquardt";"89"
"Annie Hane";"24"
"Myron Kozey";"71"
"Gordon Becker Sr.";"50"
"Ignacio Kihn";"5"
"Miss Holly Kirlin";"117"
"Ray Steuber";"82"
"Caroline Spinka IV";"33"
"Miss Shelly Mayert";"45"
"Carroll Strosin";"2"
"Jerald Lehner";"26"
"George Towne-Berge";"72"
"Cora Runolfsson";"67"
"Dr. Robert Trantow";"53"
"Dr. Domingo Reynolds III";"21"
"Connie Goyette";"34"
"Blanca Okuneva";"79"
"Valerie Kertzmann";"108"
"Dr. Lucia Herman";"58"
"Vernon Harber";"94"
"Cornelius Luettgen";"65"
"Ms. Geneva Gutmann";"114"
"Eunice Koch";"32"
"Dr. Samuel Fisher";"74"
"Luther Labadie";"105"
"Jana Stehr-Leuschke";"107"
"Mack Schultz";"77"
"Mr. Delbert Brekke";"63"
"Patty Kshlerin";"111"
"Dr. Denise Feil";"38"
"Marty Pfannerstill";"89"
"Charlotte Hane";"47"
"Mr. Van Casper";"33"
"Luke Kilback";"34"
"Pat King";"60"
"Kristen Klein";"86"
"Miss Genevieve Wunsch";"108"
"Claudia Marvin";"8"
"Bert Bradtke";"11"
"Irene Hand";"76"
"Luz Luettgen";"73"
"Cary Collier";"105"
"Miss Jeannie Brown";"55"
"Joseph Rodriguez";"72"
"Debbie Schmeler";"66"
"Lamar Hilll";"120"
"Josefina Torp";"82"
"Mr. Kenny Turcotte-Hagenes";"24"
"Pablo Dicki";"20"
"Rosalie Emard";"90"
"Caleb Strosin";"85"
"Cary Fisher";"46"
"Becky Schiller";"99"
"Carlton Kihn";"87"
"Tara Mertz";"8"
"Rudolph Hackett";"49"
"Dr. Andy Donnelly";"107"
"Joey O'Reilly";"64"
"Jorge Friesen V";"1"
"Roosevelt Abshire";"120"
"Marion Runolfsdottir-Halvorson";"53"
"Caroline Schamberger";"88"
"Tom Considine";"58"
"Tasha Prohaska";"5"
"Greg Kohler V";"62"
"Nathaniel Bins";"94"
"Lorraine Walker";"118"
"Noel Spinka";"74"
"Harry Zulauf";"90"
"Ada Stehr";"7"
"Jessie Braun";"53"
"Harold Christiansen";"38"
"Kim Schuster";"95"
"Hubert Bode III";"29"
"Latoya Schoen";"10"
"Nellie Gerlach";"19"
"Constance Hagenes";"69"
"Dr. Wesley Murray";"44"
"Norman Quigley";"103"
"Heather Von";"78"
"Miss Kristine Green";"8"
"Mr. Warren Hodkiewicz II";"86"
"Kathleen Lebsack";"42"
"Kent Dicki";"79"
"Dr. Sherri Champlin";"92"
"Dana Herman";"10"
"Madeline Schaefer";"33"
"Miss Karla Bosco";"118"
"Latoya Kovacek";"68"
"Allan Boyer";"108"
"Alyssa Windler";"107"
"Debra Mayert";"49"
"Gladys Bernier";"16"
"Erika Osinski-Dibbert";"19"
"Alvin Lueilwitz";"60"
"Dr. Henry Spencer";"95"
"Virgil Welch";"101"
"Scott Thompson";"16"
"April Crooks";"94"
"Mrs. Nora Murray IV";"102"
"Mr. Stewart Nader";"71"
"Emilio Turner";"113"
"Cary Flatley";"72"
"Celia Tromp";"41"
"Salvador Crooks";"28"
"Amos Kerluke";"51"
"Dr. Latoya Lind I";"37"
"Salvatore Schuster";"109"
"Della Cronin I";"86"
"Wade Jenkins";"74"
"Winifred Bogan DDS";"2"
"Kari Pollich";"88"
"Wanda Osinski Jr.";"40"
"Terry Heaney";"97"
"Myrtle Johnston";"20"
"Sheila Von";"54"
"Tommy Kreiger";"14"
"Oliver Schmidt";"11"
"Tomas Grant";"71"
"Clarence Towne";"54"
"Calvin West";"105"
"Arthur Leffler";"22"
"Brandy Aufderhar";"114"
"Miss Beatrice Ledner";"26"
"Clifford Goldner";"107"
"Paulette Gulgowski-Cummings";"96"
"Antonio Sipes";"24"
"Emilio McLaughlin";"66"
"Rene Lowe";"39"
"Cheryl Murphy";"97"
"Miss Gayle Kassulke";"100"
"Dr. Doreen Hilll";"8"
"Anna Osinski";"39"
"Darren Schimmel";"14"
"Irma Wisozk";"51"
"Orlando Douglas";"27"
"Darren Jakubowski DVM";"19"
"Meredith Bode";"87"
"Rachael Hegmann";"112"
"Gloria Hoppe DDS";"100"
"Paulette Goyette";"107"
"Ann Stehr";"76"
"Nathaniel Padberg";"85"
"Alan Dooley";"49"
"Ora Goldner";"57"
"Ramon Tromp";"43"
"Jackie Krajcik";"7"
"Nadine Marquardt";"64"
"Eleanor Ratke";"66"
"Johanna Beahan";"89"
"Owen Jast";"2"
"Tara Christiansen";"109"
"Dexter Williamson";"83"
"Doyle Bogan";"100"
"Tina Hartmann";"107"
"Evelyn McClure";"85"
"Toni Hills III";"81"
"Melissa Hermann";"59"
"Terrence Gerlach";"97"
"Chris Goodwin";"73"
"Gordon Ward";"48"
"Cornelius Lind";"106"
"Kristen Wehner";"95"
"Crystal Bahringer";"30"
"Leo Zboncak";"40"
"Lee Kreiger";"30"
"Silvia Baumbach";"2"
"Pat Nitzsche";"103"
"Sonya Stamm";"105"
"Jeffrey Will";"37"
"Judy Kihn";"10"
"Duane O'Hara-Daniel";"85"
"Violet Price DDS";"36"
"Raymond Halvorson";"83"
"Billy Harris";"102"
"Megan MacGyver";"91"
"Lowell Mayer";"60"
"Nora Little I";"73"
"Lance Kihn-Zboncak PhD";"73"
"Sabrina Conn";"59"
"Mindy Hyatt";"92"
"Billy Medhurst";"26"
"Cindy Baumbach";"111"
"Paulette Lubowitz";"98"
"Eunice Cole";"101"
"Jake Bruen-Glover";"23"
"Katie Gulgowski";"83"
"Bradley Morar";"18"
"Emily Turcotte";"9"
"May Tromp V";"38"
"Pauline Keebler I";"103"
"Ray Stanton-Dooley III";"62"
"Rick Stokes";"7"
"Bernadette Raynor";"117"
"Mr. Kenny Nitzsche";"30"
"Grant Lebsack";"79"
"Todd Lynch";"70"
"Denise Heathcote";"13"
"Gretchen Bosco";"120"
"Dean Dietrich";"100"
"Harold Waelchi";"42"
"Dr. Michelle Kub";"40"
"Viola Herzog I";"80"
"Adam Wuckert";"53"
"Glenn Sanford";"17"
"Claude Huels";"77"
"Toni Davis";"12"
"Lana Herzog";"34"
"Peter Franey";"52"
"Chad MacGyver";"9"
"Irvin Ruecker";"49"
"Abel Stanton";"11"
"Christine Stamm";"105"
"Craig Turner";"95"
"Lance Goldner";"13"
"Malcolm Abernathy";"28"
"Ramon Rutherford";"17"
"Gladys Rau-Monahan";"54"
"Nina Torp II";"51"
"Sylvester Huels";"77"
"Dr. Ivan Mueller";"110"
"Francis Satterfield";"86"
"Shawn Armstrong III";"109"
"Oscar Cruickshank";"106"
"Grant Ondricka PhD";"12"
"Dr. Olivia Beahan";"106"
"Lawrence Braun";"98"
"Alma Lind";"90"
"Mike Rohan";"1"
"Lynne Turcotte";"13"
"Virgil Cartwright";"34"
"Bill Collier";"71"
"Adam Olson";"119"
"Dennis West";"70"
"Kristine Abernathy";"29"
"Maureen Waters";"57"
"Edmund Balistreri";"38"
"Tyrone Marquardt";"19"
"Miss Cristina Sawayn Sr.";"102"
"Brandi Willms IV";"23"
"Herbert Swift";"36"
"Hugh Halvorson";"3"
"Tanya Prohaska";"87"
"Angela Reilly-Medhurst";"90"
"Clinton Schaefer";"45"
"Ramiro Dooley";"115"
"Kimberly Nicolas MD";"75"
"Dennis Huel";"93"
"Gayle Howe";"17"
"Sandra Powlowski";"97"
"Nancy Steuber";"31"
"Bobbie Reichert";"115"
"Diane Grady";"59"
"Ms. Robin Orn";"33"
"Trevor Cronin DDS";"47"
"Miss Miriam Quitzon PhD";"53"
"Lynda Borer";"76"
"Terrance West DVM";"28"
"Tina Jerde";"104"
"Dr. Wilfred Mohr";"4"
"Essie Oberbrunner";"60"
"Eileen Lockman";"19"
"Renee Beier";"49"
"Marguerite Yundt";"94"
"Alejandro Borer-Kreiger";"96"
"Nathan Bernier";"84"
"Darin Hirthe I";"23"
"Delia Boyer";"23"
"Oliver Altenwerth";"77"
"Marjorie Russel";"77"
"Terrell Kirlin";"95"
"Cindy Yundt";"14"
"Clyde Baumbach";"75"
"Gretchen Kulas Jr.";"107"
"Mary Trantow";"103"
"Courtney Bednar";"64"
"Barbara Rau PhD";"71"
"Randal Schowalter";"8"
"Violet Nienow";"4"
"Tyler Crist";"115"
"Patti Langosh";"20"
"Johnny Kshlerin";"32"
"Vera Kub";"76"
"Geneva Schmeler";"99"
"Noel Balistreri";"94"
"Lynn Toy";"51"
"Mr. Blake Stark";"40"
"Tara Wilderman";"23"
"Michael Weissnat";"8"
"Preston O'Reilly";"101"
"Pearl Price";"73"
"Albert Jacobi";"4"
"Duane Lockman V";"67"
"Darrel Grady";"49"
"Joanna Mitchell";"75"
"Miss Lorena Gerhold";"35"
"Jenny Kohler";"96"
"Maureen Fisher-Rath";"43"
"Jeff Monahan IV";"71"
"Mr. Travis Roob";"113"
"Flora Balistreri V";"117"
